Text,Type
อร่อย​ หอม​ เข็มข้นมาก,0
คุ้มมากๆสินค้าดี,0
สีสันลายสวยคุ้มค่าดี,0
สินค้าดีมากเลยค่ะ ชอบมากค่ะ,0
จัดส่งขนมอย่างรวดเร็ว  รสชาติขนมเหมือนกับขนมจาก ,0
เพิ่งลองสั่งซื้อครั้งแรกค่ะ แล้วก็ประทับใจมาก  ,0
สินค้าคุณภาพดีมาก แพ้คสินค้ามาดีมาก ,0
เครื่องแกงหอมมากๆค่ะ,0
โอเคเลยครับ,0
พริกแกงหอมเผ็ดอร่อยมากค่ะ,0
แม่ค้าน่ารักมากๆ,0
ขนมนุ่มมากๆๆๆๆๆค่ะ,0
ส่งเร็ว ของดี มีคุณภาพ น่าใช้ ซื้อเลยๆ,0
พุทราจีนคุณภาพดีค่ะ อร่อย ,0
อินทผาลัมคุณภาพดีค่ะ สะอาด ใหม่,0
เท่าที่กินไม่มีมด,0
สินค้าดีมากๆเลยครับ      ,0
วัสดุแข็งแรงทนทาน,0
สั่งมาปุ๊บวันถัดมาได้ใช้ทันทีเลย,0
คุ้มค่ามากเลย,0
บริการขนส่งก็ดีมาก,0
แพ็คของมาดีมากๆ เลย,0
ผู้ขายตอบข้อมูลดี ,0
แพคส่งอย่างดีไม่ต้องรอส่งจากจีนเลย   ,0
รอไม่กี่วันได้ของ,0
คุ้มมากค่ะ,0
ซื้อตอนโปรโมชั่นด้วยคุ้มสุดๆ ,0
ผ้าดีนะคะ ,0
ร้านนี้เป็นร้านประจำเลย ,0
สั่งของร้านนี้ได้ของเร็วตลอดๆ แถมให้เป็นประจำ ,0
แนะนำร้านนี้เลย คุณภาพดี ส่งเร็ว,0
อร่อยดี กินกับกาแฟดำ เข้ากันดีมาก ,0
จัดส่งรวดเร็ว ,0
แพ็คมาดีไม่เสียหาย ,0
อร่อยคุ้มค่า,0
กินเพลินมาก รสชาติดี  ,0
แพ็คดี ส่งไว อร่อยยยย,0
ขนมอร่อยมากกกกกก ถูกใจมากก ,0
ต้องสั่งมาเพิ่มแน่นอนคะ ,0
รสชาติถูกปากมาก หอมน้ำตาลตะโหนดมะพร้าวหวานกำลังดี ลูกพอดีคำ,0
อร่อย นุ่มหนึบ ,0
ของก็ ok ครับ ผ้านุ่มดี ,0
ส่งตรงตามกำหนด ,0
แต่ละชิ้นค่อนข้างใหญ่ กรอบรถชาติดี ,0
แปลกๆดี รสชาติประมาณโมจิแต่มีเนื้อมะพร้าวละเอียดแทรก ,0
รสชาติดี กินเพลินเลย,0
ร้านค้าให้บริการดีมากกกกกกกกก ,0
ทันใช้พอดีเลยยยยยย ,0
คุ้มจริงๆๆๆๆๆๆๆๆๆ ,0
แพ็คของเรียบร้อย ชอบมากเลยค่ะ ดีมาก,0
คุณภาพของสินค้าดีมากๆ มีของแถมให้ด้วย,0
แม่ค้าน่ารักมากๆอินบ็อกมาแจ้งวิธีรับประทานและมีปลาแถมให้อีก1ตัว,0
สวยคะเนื้อผ้าก็ดีคะ,0
คราวหน้าจะมาสั่งซื่ออีกคะ,0
แม่ค้าจัดส่งไวมากกก ,0
แม่ค้าบริการตอบรับข้อความผู้ซื้อได้ดีและไวมากค่ะ ,0
มีคำถามแม่ค้าก็ตอบคำถามดีค่ะ,0
ชาหอม และรสชาติดีมากค่ะ คุ้มค่ามาก ,0
ไว้จะสั่งซื้ออีกนะคะ ,0
อร่อยคะไม่หวานมาก,0
ทานคำแรกเฉยๆ คำที่สองยังไม่รู้รส คำที่สามนี่มันเลยค่ะ ,0
เคี้ยวมันๆ ได้กลิ่นน้ำตาลอ่อนๆ ไม่หวานมาก อร่อยค่ะ ,0
ครั้งนี้เป็นครั้งแรกที่ทาน อร่อยดีค่ะ หนึบ หอม ไม่หวานเกินด้วยค่ะ,0
แม่ค้าน่ารัก ทักมาบอกจะคืนเงินส่วนต่างตั้งแต่วันที่ส่งของมาให้,0
ให้เลขบัญชีก็โอนมาไวมากๆ,0
หนึบและหอมดี อร่อยค่ะ ,0
น่าจะหมดเร็วๆนี้ ,0
ถ้าหมดแล้วจะสั่งใหม่นะคะ ,0
ขนาดกับราคาเหมาะสมกันดี,0
แม่ชอบมาก ต้องได้สั่งอีกแน่นอน,0
แม่ค้าบริการดีมากกกค่า ,0
บอกส่งวันไหนก็ส่งวันนั้นเลย ,0
สินค้ามาตรงวันที่แจ้งเลยค่ะ ,0
แพคสินค้ามาดีมากๆๆๆๆ ,0
ตัวขนมอร่อยใช้ได้เลยค่ะ,0
อร่อย กรอบ ,0
ห่อมาดี มีกันกระแทก  ,0
ห่อเล็กๆ แกะกินง่ายกว่าห่อใหญ่,0
จัดส่งนับว่าเร็วประมาณ4-5วัน,0
ไม่ผิดหวังค่ะ,0
ขนมอาจจะมาช้าไปหน่อย แต่รสชาติอร่อย   ,0
ขนส่งเคอรี่บริการดีค่ะ,0
ก้อให้ 5 ดาวไปเลยค่ะ,0
อร่อย ใหม่มากเลย ,0
ไว้สั่งอีกค่ะ ขอบคุณค่ะ,0
กินแล้วอร่อยดีค่ะได้กลิ่นยีสต์,0
ไส้แน่นเต็มคำเป็นของฝากได้ถูกใจ,0
อร่อยถูกใจทั้งครอบครัวค่ะ,0
รสชาติผสมกันระหว่างขนมต้มกับไดฟูกุ ,0
หอมแป้ง หอมมะพร้าว ,0
กินกับชา กาแฟกำลังดีเลย,0
ติดใจเดี๋ยวสั่งอีกแน่นอน,0
สดใหม่ กรอบอร่อยจริงจัง ,0
กินเพลินครั้งเดียวหมดไปครึ่งถุง ,0
กินเพลิน ไม่หวานมาก  ,0
รสชาติตัวแป้งหวานนิดๆ ,0
ได้รับสินค้ารวดเร็วมาก ,0
ร้านค้าให้บริการดี ,0
สินค้าที่ได้รับมีคุณภาพดี ,0
จะอุดหนุนอีกคะ ,0
น้องพนักงานขนส่งบริการดี,0
สินค้าแพคดีมาก,0
เกินคาด ได้ของในวันถัดมา,0
รายการถูกต้องครบถ้วน,0
เหมือนกับรูปที่โชว์,0
จะกลับมาซื้ออีกแน่นอน,0
ดูใหม่ดี ไม่แตกหัก,0
ดูใหม่อยู่,0
เนื้อผ้าดี ,0
ห่อส่งมาอย่างดี ,0
ขนมไม่เสียหาย ,0
เริ่ดที่สุดจ้า,0
รสชาติอร่อย กรอบ ,0
ได้ครบตามที่สั่ง,0
อร่อยนิ่มไม่เเข็ง ,0
ถูกใจมากค่ะ ,0
สั่งเมื่อวานได้กินวันนี้เลย ,0
คุณภาพสินค้าดีมากเทียบกับราคา 5 ดาวคงไม่พอ ,0
ใส่สบายสบายเนื้อผ้าดี,0
สินค้าดีมีคุณภาพค่ะ  ,0
แม่ค้าน่ารักใส่ใจแจ้งเลขเร็วมาก,0
หีบห่อแน่นหนา ,0
ส่งของไวค่ะ,0
ส่งเร็วแพ๊คดี,0
แม่ค้าแพ็คมาเป็น 2 ถุง ถุงละ 25 ลูกเรียบร้อยมากค่ะ,0
เต็มปากเต็มคำดี,0
เป็นปั้นสิบที่ลูกใหญ่กว่าที่เคยกินนิดนึง,0
เราสั่งมาขายลูกค้าทุกคนบอกว่าอร่อยค่ะ,0
จัดส่งรวดเร็วดี ,0
ของข้างในสภาพดีค่ะ อร่อยดี ,0
ก็โอเคอยู่ค่ะ ,0
งานเรียบร้อยดีค่ะ,0
ส่งเร็วมาก ,0
ร้านเอาใจใส่มากค่ะ,0
รู้สึกดีกับโน๊ตที่แนบมาด้วย,0
ราคาถูกมากกกกก ,0
คุ้มคุ้มค่า  ,0
ไว้จะสั่งเพิ่มอีกนะคะ,0
ขนมรสชาติอร่อยมากๆ ,0
ปลาชิ้นใหญ่,0
ถูกใจมากๆๆๆๆอุดหนุนได้เลยร้านนี้ ,0
คงได้อุดหนุนบ่อยๆนะคะ,0
สำหรับคนที่จะสั่งมาขายแหล่งขาย 25 ลูกได้สบายค่ะ,0
ไว้จะมาอุดหนุนใหม่นะคะ,0
ชอบมากกกกกกกครับ,0
 เดี๋ยวครั้งหน้าจะสั่งอีกแน่นอนค่ะ,0
พนักงานขนส่งพูดจาดี สุภาพ,0
แพ้คกันกระแทกมาอย่างดี ,0
ส่งของช้า 1 วัน เพราะติดวันหยุดอันนี้เข้าใจและรับได้ครับ ,0
คุณภาพของสินค้าดีค่ะ ,0
ทางร้านบริการดีมีของแถมมาด้วย,0
เกินราคา,0
เอามากินเล่นได้เลยกรอบอร่อยอมหวานนิดๆ ,0
การให้บริการจากบริษัทขนส่งดีมากค่าาาาา,0
ความรวดเร็วในการจัดส่งสินค้าดีมาก ,0
เปิดกล่องมากลิ่นหอมฟุ้งเลย,0
ชาหอมจริงๆ ทำขายได้สบายเลย,0
กลับมาสั่งอีกแน่นอนค่ะ ,0
แถมส่งเร็วทันใจอีกด้วย,0
กินหมดแล้วจะสั่งเพิ่มนะคะ ,0
คือดีงามค่ะ,0
ชาก็หอม ,0
โอกาศหน้าจะต้องสั่งอีกแน่ๆ,0
ทางร้านค้าเทคแคร์ดีมาก ,0
ชอบตรงเป้า2ชั้น ยืดได้เยอะ ใส่ไม่อึดอัด ,0
ส่งก็ไว ,0
ถึงกับต้องกลับมาสั่งอีก  ,0
ไว้จะอุดหนุนอีกนะคะ,0
จัดส่งรวดเร็วดี การให้บริการจากร้านค้าดี ,0
กำลังแนะนำให้พี่สาวสั่งไปค่ะ,0
ปลาชิ้นกำลังดีไม่เล็กเกิน ,0
แพ็คมาอย่างดีไม่มีกลิ่นเลย ,0
ถุงขนมไม่มีการเป็นรูหรือฉีกขาด,0
โดยรวมแล้วโอเค,0
แม่ค้าน่ารัก มีเขียนมาแนะนำ ,0
ที่บ้านชอบทานปลาอินทรีย์มาก ,0
ประทับแม่ค้า,0
,
พอได้รับของ ดูรู้เลยว่า มีความสดใหม่ ความมันจากในเนื้อปลา ,0
ส่งมาผิดสี   ค่าส่งน่าจะมากกว่าราคาสินค้า ,1
ไม่อร่อยเท่าที่เคยกิน ,1
แอบหย่อนกิโลไปนิด,1
บางและแตกหักไม่เต็มดอก,1
สำหรับเรามันไม่ค่อยอร่อย ,1
สำหรับเราไม่ค่อยโอ,1
มันไปหน่อย มีเคลือบน้ำตาลด้านนอกด้วย ,1
ไม่ค่อยอร่อยเท่าไหร่,1
ปลาเละเป็นน้ำเรย,1
ได้สินค้ามาไม่ตรงกับที่ต้องการ,1
ปลาโคตรเค็ม กินแล้วกลัวเป็นโรคไต,1
มีหนอนนะค่ะ,1
หักคะแนนเพราะส่งสินค้าไม่ครบ ,1
ขนาดเล็กกว่าที่คิด ,1
ได้ลายซ้ำกันไป,1
ไม่ตรงตามแบบ ,1
เหมือนตัวจะเล็กไปหน่อยสำหรับเอว24​ ,1
อบไม่ค่อยแห้งเท่าไหร่ค่ะ ,1
การขนล่าช้ามากค่ะ ,1
ไซต์เล็กกว่าปกติมาก,1
ได้รับสินค้าไม่ตรงไซน์ที่สั่ง,1
การให้บริการจากบริษัทขนส่งแย่ ,1
น่าจะแจ้งก่อนนะคะ ไม่ใช่ปล่อยให้งง ,1
คุณภาพไม่เหมือนกินสมัยแต่ก่อน รสเฝื่อนนิดๆ,1
ไม่คิดว่าบรรจุภัณฑ์จะเป็นแบบนี้ ,1
มีตำหนิเป็นรอยสนิมจากเข็มกลัด ,1
เหมือนเอาของเก่าปนมา ,1
อมน้ำมันไปนิดนึง,1
แอบผิดหวังกับลายค่ะ ลายเกิน ไม่หวานเลยสักนิด,1
ออกจะแฉะแล้วก็ไม่ค่อยเป็นเม็ดค่ะ,1
ขนาดไม่เท่ากันค่ะ,1
ความรวดเร็วในการจัดส่งช้ามาก,1
มีรอยขาด,1
การจัดส่งช้ากว่ากำหนด 3 วันค่ะ,1
ส่งผิดขนาดผิดสีมาให้,1
สั่งสีดำได้สีเนื้อค่ะ,1
ลูกใส่แล้วรั้งคะ ใส่ไม่พอดีเลยคะ,1
มีตำหนินิดหน่อย,1
ได้สินค้าไม่ตรงกับที่แจ้งแม่ค้าไปค่ะ,1
ส่งช้าอ้ะ เปนอาทิตย์,1
เห็ดหอมมีก้านทำให้น้ำหนักเยอะแล้วก็เก่า,1
สั่งของผู้ชายได้ของผู้หญิงมาแทน,1
ลองกินแล้ว มันไม่นุบนับอร่อยอย่างที่คิด,1
ส่งผิดไซส์ ทั้ง 3 ตัว ,1
ความคุ้มค่าแย่,1
ถือว่ายังไม่มีความคุ้มค่ารึพิเศษอะไรค่ะ.,1
ไม่ปลื้ม,1
ถามแชทไปทางร้านไม่ตอบเลยค่ะ ,1
คุณภาพของสินค้าแย่,1
ความรวดเร็วในการจัดส่งแย่มาก ,1
การให้บริการจากร้านค้าแย่มากๆ ,1
เจอแม่ค้ามาต่อว่า  ,1
แทนที่จะแก้ไข  ,1
สินค้าไม่ได้ตามที่สั่ง ,1
ไม่อร่อย  ,1
สั่งอย่างหนึ่งได้อย่างหนึ่ง ,1
ไม่คุ้มกับความรู้สึกเมื่อเจอ  ,1
ถุงเท้าแข็งมากใส่ไม่สบายเลย,1
ถ้าคุณยอมรับความคิดเห็นไม่ได้ยังสมควรขายสินค้าอยู่มั้ย,1
ต้องพิจารณาตัวเองแล้วคะ,1
แม่ค้าร้านนี้ไม่รับฟังความคิดเห็นของลูกค้าโปรดระวังด้วยคะ  ,1
ถ้าคิดจะเตือนแม่ค้าไม่ต้องเตือนคะ ,1
การให้บริการจากร้านค้าแย่มาก,1
คุณภาพของสินค้าแย่มาก ,1
คุณภาพของสินค้าบางเกิน ,1
คุณภาพของสินค้าแย่มาก ,1
ความคุ้มค่าแย่มาก,1
ส่งช้า,1
ส่งของไม่ครบ ,1
ชาไม่หอมเลย ,1
"ไส้คือ ""กระจิ๊ด"" มาก คือแทบจะไม่มีเลย ควรปรับปรุงตรงนี้นะครับ",1
ชิ้นค่อนข้างเล็ก แตก เป็นผง,1
เราว่ารสเค็มเด่นเกินไป,1
หน้าเลยไม่สวย,1
เล็กกว่าที่คิดมากก ,1
คิดว่าเป็นกาละแม ผิดหวังค่ะ ,1
เหมือนเก็บไว้นาน,1
มีแต่รสหวาน ไม่มีกลิ่นหอมของส่วนผสม ,1
ไม่หอม ,1
ผิดหวังมาก ไม่เหมือนชาชงที่ไปกินที่ใต้เลย ,1
สั่งเอาแต่สีดำแต่ส่งแต่สีอื่นมาเต็มไปหมดนี้ละ ,1
แข็งหนา ,1
ตะเข็บเย็บไม่ดี ,1
บางมาก ,1
มีหนอนทุกฝัก  ,1
สิ้นค้าไม่เหมือนกัน,1
สั่งเซต เด็กชายได้เซท เด็กผู้หญิงคะ,1
มันไม่นุบนับอร่อยอย่างที่คิด,1
ความคุ้มค่าแย่,1
บางและเล็กไปหน่อย,1
ไม่อร่อย ,1
ไม่ค่อยหอมมมม,1
ไม่ค่อยอร่อยเท่าไหร่,1
ได้สินค้ามาไม่ตรงกับที่ต้องการ,1
ทักแชท แม่ค้าไม่อ่านแชทเลย,1
แต่การบริการไม่โอเครเลยค่ะ ,1
ตัวเล็กกว่าขนาดไซด์,1
ผ้าบาง,1
การให้บริการจากร้านค้าแย่มาก,1
แพ็คของไม่ละเอียด ,1
ขอให้1 ดาวละกัน,1
แล้วของขาดนี่ให้ชมหรอคะ,1
สากๆยังไงไม่รู้คะ,1
ไม่มีสำนึก ขอให้ขายของดีนะจ้ะ ,1
การให้บริการไม่ประทับใจเลย ,1
คงไม่อุดหนุนละค่ะ,1
คิดเยอะๆคะ,1
ขอเตือน  ,1
คนแบบนี้ไม่ไหวจริงๆ,1
ซื้อร้านอื่นเลยคะ ,1
เลยทิ้งทั้งหมดที่ซื้อ,1
เป้าขาด ,1
ความคุ้มค่าแย่มาก ,1
ความรวดเร็วในการจัดส่งแย่มาก,1
สินค้าดูเก่าดีค่ะเนื้อผ้าบางเฉียบ,1
ที่เพชรบุรีอร่อยกว่านี้นะ,1
ลอกหมดเลยค่ะ,1
ใส่ไม่ได้ผ้าไม่ดี ,1
หวานเกิ๊น,1
ไม่อร่อยค่ะ ,1
ขนมเจาะหูยิ่งแย่ หวานมากและแข็ง,1
เวลาลูกค้าไม่รับของอย่าว่าเค้าเลย,1
เพราะแม่ค้าก้อมักง่าย ,1
อยากส่งอะไรก้อส่งมา,1
ทิ้งคะ,1
แป้งไม่สุก ,1
ไม่อร่อยเลย,1
ขาดคะ ,1
ผิดเบอร์ค่ะ,1
ฝักนึงมีหนอนแทบทุกเม็ด ,1
กินไม่ได้เลยค่ะ ,1
ทิ้งหมดเลย,1
เหม็นแป้งดิบมาก ,1
ไม่มีกลิ่นชา,1
ไม่มีกลิ่นหอมชาค่ะ ใส่เยอะก็ยังไม่หอม,1
อบไม่ค่อยแห้งเท่าไหร่ค่ะ,1
ออกจะแฉะแล้วก็ไม่ค่อยเป็นเม็ดค่ะ,1
ใส่ได้วันเดียวขาด,1
ถุงเท้าบางมากก นึกว่าจะหนา ,1
เสียดายเงิน,1
ส่งสินค้ามาผิดค่ะ,1
แต่มันเสียความรู้สึก ,1
แม่ค้าควรจะรับผิดชอบส่วนที่ไม่ครบ ,1
เสียตรงหีบห่อค่ะ ,1
ของมาถึงมีมดขึ้นด้วย ,1
ถ้าถึงช้ากว่านี้มดคงยิ่งเยอะเลย,1
ปลามีมดเดินอยู่ในถุงเกือบร้อยตัวได้    ,1
เสียเงินเสียเวลา ,1
ถ้างั้นร้านควรจะซีลให้แน่นหนากว่านี้รึเปล่า,1
นี่ซีลถุงพลาสติกแค่ชั้นเดียวเองมดเลยเจาะทะลุง่ายๆ,1
เอาเป็นว่ายังไงก็รับไม่ได้กับอาหารที่มาพร้อมมดแบบนี้นะคะ,1
ไว้เป็นบทเรียนว่าไม่ควรสั่งอาหารส่งพัสดุมาแบบนี้อีก,1
ถุงมีรอยปริ ,1
เศษเล็กๆหกเลอะเทอะในกล่อง ,1
เนื้อปลาแข็งไปหน่อย,1
แอบมีกลิ่นเหม็นหืน ,1
ปรับปรุงเรื่องกลิ่นหืนจะดีมากๆเลยค่ะ,1
ทางร้านให้ทุเรียนกวนมาไม่ถึงที่แจ้งไว้,1
แบบมีแค่3 แบบเองคะ  ไม่หลากหลายเลย,1
ซื้อ1โหลก็จะได้แต่ลายซ้ำๆ,1
Size ไม่มาตรฐาน,1
ใส่แล้วตะเข็บขาด,1
เคอร์รี่มาฝากสินค้าไว้แต่ไม่ค่อยโทรแจ้ง ,1
บอกให้โทรถึงจะโทรแจ้ง ,1
ถ้าไม่บอกให้โทรก็ไม่โทร,1
ส่งมาผิดสี,1
เนื้อผ้าค่อนข้างบาง ,1
ผ้าลื่นๆ น่าจะไม่ค่อยซับเหงื่อ ,1
สินค้ามีตำหนิ ,1
ถุงเท้าจริงสั้นกว่ารูปตัวอย่างมาก,1
สินค้าไม่ตรงกับที่สั่ง ,1
ไม่มีรูปบอกสินค้าที่ชัดเจน ,1
ส่งของช้า ,1
เนื้อผ้าบางไม่หนาอย่างที่เคยซื้อจากที่อื่น,1
อย่างน้อยคือควรมิดชิดหน่อยค่ะ ฝากไว้ปรับปรุงแก้ไขด้วยค่ะ,1
บางตัวขอบยุ่ย ,1
การจัดส่งช้าไปหน่อย,1
สะตอรสชาติแปลกๆ ,1
สะตอมีเสียหาย,1
แล้วก็เจอหนอนเยอะไปหน่อย ,1
ผิดหวังนิดหน่อย,1
คุณภาพ​สินค้า​น้อยลง,1
ไม่กรอบเท่าไหร่ มันเหนียวๆ,1
รสสัมผัสและรสชาติไม่ได้เลย ,1
ไม่ได้นิ่มแบบที่คิดค่ะ,1
ขนมเหนียวไปหน่อย เคี้ยวยาก ,1
แต่ละแผ่นมันหนาและทึบมาก ,1
คุณภาพของสินค้าแย่ ,1
หวานจัด แป้งสุกไม่ทั่วถึง ,1
บางชิ้นเหมือนมีกลิ่นคาว,1
กลิ่นคาวปลาจะมากหน่อย ,1
แข็งมาก ,1
เนื้อปลาแห้งเป็นผลึกน้ำตาล,1
ถุงที่บรรจุพุทรามาขาด ,1
คุณภาพการจัดส่งไม่ดีครับ เพราะขวดแตก,1
อาจจะไม่ถูกปากเท่าไหร่ค่ะ,1
รสชาดแปลกๆ ,1
รสชาติหวานไปหน่อยและออกเลี่ยนๆนิดๆ,1
ไม่ได้รับสินค้า,1
ตัวเล็กกว่าในรูปเยอะเลยคะ,1
เค็ม ไม่หอม,1
เนื้อหยาบมาก,1
กินแล้วอารมณ์ค้างมากๆ,1
ไม่ใช่อย่างที่ฝัน ,1
สรุปครั้งเดียวพอ ,1
เก็บไว้สามวันก้มีราขึ้นแล้ว,1
ความคุ้มค่าแย่ ,1
ไม่อร่อยเหมือนที่เคยกิน ,1
แข็ง หยาบ ไม่นิ่ม,1
กินแล้วสากๆ,1
ขนมเจาะหูไม่ถูกปากเลย,1
โดยส่วนตัวไม่ค่อยถูกปากค่,1
ปลาสวรรค์เที่ยวนี้ยังไม่ถูกใจ,1
เหมือนของค้างนาน ,1
รถชาติไม่โอเลย ,1
เหมือนเก็บไว้นาน,1
ทำไมไม่ดูให้ดีก่อนหยิบให้ลูกค้า,1
กลิ่นแปลกๆ ,1
ทานไปนิดเดียวเลยทิ้งค่ะ ,1
ดูแล้วน่าจะย้วยง่าย,1
ผ้าบางจนตรงสีดำเห็นสีขาวแซมอยู่ ,1
ส่วนตัวไม่ค่อยชอบ ,1
ควรมีการตรวจเช็คให้ดีก่อนส่งครับ ,1
สั่งสีขาวพื้นเทาแต่ได้ขาวล้วน,1
ส่งมาผิดสี,1
บางฝักไม่มีกลิ่น ,1
บางฝักเหมือนสะตอดานแต่กลิ่นไม่ใช่,1
สะตอขึ้นรา,1
ถ้าไม่มีสีที่ต้องการควรแจ้งลูกค้า,1
ไม่ใช่ให้ตีคืน ส่งไปส่งมา,1
ต้องแก้ตั้งแต่ต้นทางค่ะ,1
ไม่เหมือนในภาพ,1
มันจะร่วนๆแข็งๆ น้ำมันเยอะมากเลยค่ะ  ,1
อย่าใช้อารมณ์ ใช้สมองคะ,1
กลิ่นถั่วไม่เด่นค่ะ,1
แต่ส่วนตัวว่ามันไม่หอมถั่ว  ,1
ใส่ได้ไม่พอดี ,1
เหนียวติดมือ ,1
ปลาหมึกร้านนี้เหมือนจะไม่สะอาด ,1
แม้ค้าส่งของได้ไม่ตามนัด,1
